sex,subject,stem,provider,ukprn,region,yag,paye,polar,pa
Female,Business and management,Non-STEM,University of Durham,10007143,North East,1,29900,10.6,352.5
Female,Business and management,Non-STEM,University of Gloucestershire,10007145,South West,1,20100,16.3,231.4455782
Female,Business and management,Non-STEM,University of Hertfordshire,10007147,East of England,1,20800,11.8,238.375
Female,Business and management,Non-STEM,University of Newcastle-upon-Tyne,10007799,North East,1,24800,4.5,323.115942
Female,Business and management,Non-STEM,University of Northumbria at Newcastle,10001282,North East,1,20400,6.3,260.4365079
Female,Business and management,Non-STEM,University of Nottingham,10007154,East Midlands,1,25600,6.8,330.3773585
Female,Business and management,Non-STEM,University of Plymouth,10007801,South West,1,18600,16.4,247.3863636
Female,Business and management,Non-STEM,University of South Wales,10007793,Wales,1,18600,17.7,244.2776253
Female,Business and management,Non-STEM,"University of the Arts, London",10007162,London,1,21500,4.6,271.25
Female,Business and management,Non-STEM,University of the Highlands and Islands,10007114,Scotland,1,16800,0,244.2776253
Female,Business and management,Non-STEM,"University of the West of England, Bristol",10007164,South West,1,21200,21,244.3617021
Female,Business and management,Non-STEM,University of Wales Trinity Saint David,10007858,Wales,1,17200,4.2,244.2776253
Female,Business and management,Non-STEM,University of Worcester,10007139,West Midlands,1,18200,9.8,229.348659
Female,Business and management,Non-STEM,York St John University,10007713,Yorkshire and the Humber,1,17500,5.4,234.047619
Female,Chemistry,STEM,Cardiff University,10007814,Wales,1,21900,9.7,244.2776253
Female,Chemistry,STEM,"Imperial College of Science, Technology and Medicine",10003270,London,1,25900,9,359.5833333
Female,Chemistry,STEM,Queen Mary University of London,10007775,London,1,19000,8.3,314.9166667
Female,Chemistry,STEM,The Manchester Metropolitan University,10004180,North West,1,17900,19,240.9294872
Female,Chemistry,STEM,The University of Bath,10007850,South West,1,26300,13.1,348.0246914
Female,Chemistry,STEM,The University of Birmingham,10006840,West Midlands,1,21900,2.6,330.0740741
Female,Chemistry,STEM,The University of Brighton,10000886,South East,1,24100,14.6,266.8121693
Female,Chemistry,STEM,The University of Bristol,10007786,South West,1,23000,2.4,354.7619048
Female,Chemistry,STEM,The University of East Anglia,10007789,East of England,1,20400,15.9,307.4119241
Female,Chemistry,STEM,The University of Edinburgh,10007790,Scotland,1,22600,0,244.2776253
Female,Chemistry,STEM,The University of Huddersfield,10007148,Yorkshire and the Humber,1,21200,15.2,236.1315789
Female,Chemistry,STEM,The University of Hull,10007149,Yorkshire and the Humber,1,21200,15.4,259.7435897
Female,Chemistry,STEM,The University of Leeds,10007795,Yorkshire and the Humber,1,23700,2,326.5306122
Female,Chemistry,STEM,The University of Leicester,10007796,East Midlands,1,20400,0,310.6862745
Female,Chemistry,STEM,The University of Liverpool,10006842,North West,1,23400,3.6,313.877551
Female,Chemistry,STEM,The University of Manchester,10007798,North West,1,21700,14.4,329.2063492
Female,Chemistry,STEM,The University of Oxford,10007774,South East,1,28800,10.9,360
Female,Chemistry,STEM,The University of Sheffield,10007157,Yorkshire and the Humber,1,20400,5.9,330.1666667
Female,Chemistry,STEM,The University of Southampton,10007158,South East,1,20800,12.5,328.1560284
Female,Chemistry,STEM,The University of Strathclyde,10007805,Scotland,1,21900,0,244.2776253
Female,Chemistry,STEM,The University of Warwick,10007163,West Midlands,1,28100,14.5,346.9444444
Female,Chemistry,STEM,The University of York,10007167,Yorkshire and the Humber,1,23700,10,331.2280702
Female,Chemistry,STEM,University College London,10007784,London,1,26600,10.2,355.6666667
Female,Chemistry,STEM,University of Durham,10007143,North East,1,24100,2.2,352.5
Female,Chemistry,STEM,University of Newcastle-upon-Tyne,10007799,North East,1,19700,17,323.115942
Female,Chemistry,STEM,University of Northumbria at Newcastle,10001282,North East,1,19700,20.7,260.4365079
Female,Chemistry,STEM,University of Nottingham,10007154,East Midlands,1,21500,12.5,330.3773585
Female,Combined and general studies,Non-STEM,The Open University,10007773,South East,1,17500,21.1,258.3431805
Female,Combined and general studies,Non-STEM,The University of Edinburgh,10007790,Scotland,1,15300,0,244.2776253
Female,Combined and general studies,Non-STEM,The University of Exeter,10007792,South West,1,20800,1.9,340.4273504
Female,Combined and general studies,Non-STEM,The University of Liverpool,10006842,North West,1,18800,15.9,313.877551
Female,Combined and general studies,Non-STEM,University of Hertfordshire,10007147,East of England,1,17500,13.2,238.375
Female,Combined and general studies,Non-STEM,University of Newcastle-upon-Tyne,10007799,North East,1,20600,1.3,323.115942
Female,Computing,STEM,Anglia Ruskin University,10000291,East of England,1,16800,30.8,213.9780702
Female,Computing,STEM,Aston University,10007759,West Midlands,1,25900,16,299.9275362
Female,Computing,STEM,Bournemouth University,10000824,South West,1,22600,4.5,258.3908046
Female,Computing,STEM,Brunel University London,10000961,London,1,26500,7,271.2091503
Female,Computing,STEM,Coventry University,10001726,West Midlands,1,23400,0,231.25
Female,Computing,STEM,De Montfort University,10001883,East Midlands,1,24800,22.2,228.1944444
Female,Computing,STEM,Edge Hill University,10007823,North West,1,18200,19.4,212.7037037
Female,Computing,STEM,Edinburgh Napier University,10007772,Scotland,1,24800,0,244.2776253
Female,Computing,STEM,Glasgow Caledonian University,10007762,Scotland,1,17000,0,244.2776253
Female,Computing,STEM,Kingston University,10003678,London,1,20400,2.3,226.2954545
Female,Computing,STEM,Leeds Beckett University,10003861,Yorkshire and the Humber,1,19300,16.7,226.7222222
Female,Computing,STEM,Liverpool John Moores University,10003957,North West,1,20100,15,236.3049096
Female,Computing,STEM,London Metropolitan University,10004048,London,1,18100,14.3,184.3207071
Female,Computing,STEM,Middlesex University,10004351,London,1,18600,3.2,198.25
Female,Computing,STEM,Queen Mary University of London,10007775,London,1,30300,17,314.9166667
Female,Computing,STEM,Sheffield Hallam University,10005790,Yorkshire and the Humber,1,20400,17.6,239.4481481
Female,Computing,STEM,Staffordshire University,10006299,West Midlands,1,18800,25,202.9139957
Female,Computing,STEM,Teesside University,10007161,North East,1,17200,7.9,211.9965278
Female,Computing,STEM,The City University,10001478,London,1,28700,0,288.6111111
Female,Computing,STEM,The Manchester Metropolitan University,10004180,North West,1,20400,30,240.9294872
Female,Computing,STEM,The Open University,10007773,South East,1,27700,8.7,258.3431805
Female,Computing,STEM,The University of Bradford,10007785,Yorkshire and the Humber,1,21500,14,211.1309524
Female,Computing,STEM,The University of Greenwich,10007146,London,1,20300,21.8,214.4489612
Female,Computing,STEM,The University of Huddersfield,10007148,Yorkshire and the Humber,1,17900,9.2,236.1315789
Female,Computing,STEM,The University of Kent,10007150,South East,1,29200,2.9,275.4166667
Female,Computing,STEM,The University of Portsmouth,10007155,South East,1,17200,28,250.6818182
Female,Computing,STEM,The University of Salford,10007156,North West,1,18200,15.4,241.494152
Female,Computing,STEM,The University of the West of Scotland,10007800,Scotland,1,16800,0,244.2776253
Female,Computing,STEM,The University of Westminster,10007165,London,1,18200,17.5,244.1935484
Female,Computing,STEM,The University of Wolverhampton,10007166,West Midlands,1,16200,0,185.9009009
Female,Computing,STEM,University of Hertfordshire,10007147,East of England,1,25200,5.6,238.375
Female,Computing,STEM,University of Northumbria at Newcastle,10001282,North East,1,19700,13.6,260.4365079
Female,Computing,STEM,University of South Wales,10007793,Wales,1,19200,7.7,244.2776253
Female,Computing,STEM,"University of the West of England, Bristol",10007164,South West,1,23900,10.5,244.3617021
Female,Creative arts and design,Non-STEM,Blackburn College,10000747,North West,1,9700,0,216.4215168
Female,Creative arts and design,Non-STEM,Blackpool and the Fylde College,10000754,North West,1,13700,9.7,203.4904762
Female,Creative arts and design,Non-STEM,Bradford College,10000840,Yorkshire and the Humber,1,13700,15.8,160.202381
Female,Creative arts and design,Non-STEM,Cleveland College of Art and Design,10001503,North East,1,13100,40.3,150
Female,Creative arts and design,Non-STEM,Greater Brighton Metropolitan College,10004736,South East,1,14200,26.7,185.1388889
Female,Creative arts and design,Non-STEM,Hereford College of Arts,10003022,West Midlands,1,11700,17.6,223.3333333
Female,Creative arts and design,Non-STEM,Hull College,10003200,Yorkshire and the Humber,1,12400,23.3,184.5
Female,Creative arts and design,Non-STEM,York College,10007709,Yorkshire and the Humber,1,13500,0,301.1111111
Female,Creative arts and design,Non-STEM,Aberystwyth University,10007856,Wales,1,13900,15.7,244.2776253
Female,Creative arts and design,Non-STEM,Anglia Ruskin University,10000291,East of England,1,15000,22.2,213.9780702
Female,Creative arts and design,Non-STEM,Bath Spa University,10000571,South West,1,15700,12.5,249.6825397
Female,Creative arts and design,Non-STEM,Birmingham City University,10007140,West Midlands,1,15700,11.9,237.5448029
Female,Creative arts and design,Non-STEM,Bournemouth University,10000824,South West,1,20100,7.7,258.3908046
Female,Creative arts and design,Non-STEM,Brunel University London,10000961,London,1,20400,7.1,271.2091503
Female,Creative arts and design,Non-STEM,Buckinghamshire New University,10000975,South East,1,16400,12,191.0277778
Female,Creative arts and design,Non-STEM,Canterbury Christ Church University,10001143,South East,1,15000,15,215.745614
Female,Creative arts and design,Non-STEM,Cardiff Metropolitan University,10007854,Wales,1,14800,11.7,244.2776253
Female,Creative arts and design,Non-STEM,Coventry University,10001726,West Midlands,1,17200,7.8,231.25
Female,Creative arts and design,Non-STEM,De Montfort University,10001883,East Midlands,1,16100,13.7,228.1944444
Female,Creative arts and design,Non-STEM,Edinburgh Napier University,10007772,Scotland,1,16100,0,244.2776253
Female,Creative arts and design,Non-STEM,Falmouth University,10008640,South West,1,14600,9.7,248.3333333
Female,Creative arts and design,Non-STEM,Glasgow Caledonian University,10007762,Scotland,1,17900,0,244.2776253
Female,Creative arts and design,Non-STEM,Glasgow School of Art,10002681,Scotland,1,13900,0,244.2776253
Female,Creative arts and design,Non-STEM,Glynd?r University,10007833,Wales,1,11300,10.1,244.2776253
Female,Creative arts and design,Non-STEM,Goldsmiths College,10002718,London,1,15300,12.5,276.7916667
Female,Creative arts and design,Non-STEM,Heriot-Watt University,10007764,Scotland,1,16100,0,244.2776253
Female,Creative arts and design,Non-STEM,Kingston University,10003678,London,1,16800,13.1,226.2954545
Female,Creative arts and design,Non-STEM,Leeds Beckett University,10003861,Yorkshire and the Humber,1,15000,13.5,226.7222222
Female,Creative arts and design,Non-STEM,Leeds College of Art,10003854,Yorkshire and the Humber,1,15300,10.4,260
Female,Creative arts and design,Non-STEM,Liverpool Hope University,10003956,North West,1,14600,23.5,221.8070175
Female,Creative arts and design,Non-STEM,Liverpool John Moores University,10003957,North West,1,14600,14.5,236.3049096
Female,Creative arts and design,Non-STEM,London Metropolitan University,10004048,London,1,15700,16.8,184.3207071
Female,Creative arts and design,Non-STEM,London South Bank University,10004078,London,1,18100,31.2,189.0095785
Female,Creative arts and design,Non-STEM,Loughborough University,10004113,East Midlands,1,18400,7.2,306.8518519
Female,Creative arts and design,Non-STEM,Middlesex University,10004351,London,1,17500,10.6,198.25
Female,Creative arts and design,Non-STEM,Norwich University of the Arts,10004775,East of England,1,14600,13.4,246.6666667
Female,Creative arts and design,Non-STEM,Oxford Brookes University,10004930,South East,1,17200,14,273.3194444
Female,Creative arts and design,Non-STEM,Ravensbourne,10005389,London,1,17200,21,235
Female,Creative arts and design,Non-STEM,Roehampton University,10007776,London,1,18600,21.5,228.1400966
Female,Creative arts and design,Non-STEM,Sheffield Hallam University,10005790,Yorkshire and the Humber,1,15700,13.4,239.4481481
